"","SiteId","Site Name","Report Date","Time Period Ending","Time Interval","0 - 520 cm","521 - 660 cm","661 - 1160 cm","1160+ cm","0 - 10 mph","11 - 15 mph","16 - 20 mph","21 - 25 mph","26 - 30 mph","31 - 35 mph","36 - 40 mph","41 - 45 mph","46 - 50 mph","51 - 55 mph","56 - 60 mph","61 - 70 mph","71 - 80 mph","80+ mph","Avg mph","Total Volume","Name","Longitude","Latitude","Status"
"50",6867,30361338,2021-05-01,12:29:00,49,170,5,7,4,0,0,1,35,118,30,1,1,0,0,0,0,0,0,27,186,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"51",6867,30361338,2021-05-01,12:44:00,50,201,10,3,3,10,35,28,72,60,12,0,0,0,0,0,0,0,0,17,217,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"52",6867,30361338,2021-05-01,12:59:00,51,154,4,5,3,0,0,0,28,108,23,7,0,0,0,0,0,0,0,27,166,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"53",6867,30361338,2021-05-01,13:14:00,52,164,7,2,2,0,0,8,38,110,17,2,0,0,0,0,0,0,0,26,175,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"54",6867,30361338,2021-05-01,13:29:00,53,152,8,4,2,0,0,8,37,86,31,4,0,0,0,0,0,0,0,26,166,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"55",6867,30361338,2021-05-01,13:44:00,54,165,3,4,1,0,0,0,13,142,17,1,0,0,0,0,0,0,0,27,173,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"56",6867,30361338,2021-05-01,13:59:00,55,157,2,4,1,0,0,0,38,102,22,2,0,0,0,0,0,0,0,26,164,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"57",6867,30361338,2021-05-01,14:14:00,56,154,3,6,4,0,0,2,32,107,21,5,0,0,0,0,0,0,0,26,167,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"58",6867,30361338,2021-05-01,14:29:00,57,147,4,7,1,0,0,0,11,100,44,4,0,0,0,0,0,0,0,28,159,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"59",6867,30361338,2021-05-01,14:44:00,58,148,6,3,5,0,0,0,35,106,21,0,0,0,0,0,0,0,0,26,162,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"60",6867,30361338,2021-05-01,14:59:00,59,145,3,5,3,0,0,1,25,96,30,4,0,0,0,0,0,0,0,27,156,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"61",6867,30361338,2021-05-01,15:14:00,60,182,4,5,1,0,0,2,20,145,23,1,0,1,0,0,0,0,0,27,192,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"62",6867,30361338,2021-05-01,15:29:00,61,133,4,1,5,0,2,0,29,91,20,0,1,0,0,0,0,0,0,26,143,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"63",6867,30361338,2021-05-01,15:44:00,62,146,5,2,4,0,0,1,37,90,27,2,0,0,0,0,0,0,0,26,157,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"64",6867,30361338,2021-05-01,15:59:00,63,140,6,0,3,0,1,0,25,88,28,7,0,0,0,0,0,0,0,27,149,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"65",6867,30361338,2021-05-01,16:14:00,64,138,5,1,3,0,0,0,8,95,44,0,0,0,0,0,0,0,0,28,147,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
"66",6867,30361338,2021-05-01,16:29:00,65,148,2,3,0,0,0,2,16,119,15,1,0,0,0,0,0,0,0,27,153,"TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound",-0.694669624285713,54.158104731557,"Active"
